im x,im y,roadway x,roadway y
132.3115821893825,914.3623793224191,360,0
269.9456593350284,915.8013137410876,370,0
645.270948856387,919.7252582211854,400,0
782.7208034317346,921.1622666328461,410,0
1162.751345721936,925.1354035099,440,0
1313.2448666194734,926.7087806233087,450,0
1681.0642670879179,930.5542526616615,480,0
1815.5922201700982,931.9607132270789,490,0
162.85424611466053,760.5958643882608,360,12
285.7767614027268,761.8078663552941,370,12
648.0087905488657,765.3794328076951,400,12
774.7620191504202,766.629205170658,410,12
1138.6302636423009,770.216904519566,440,12
1271.7975209597748,771.5299184733968,450,12
1637.3842232002557,775.1345616195147,480,12
1767.5769370910762,776.4182469147537,490,12
189.57164247827396,626.0875930404139,360,24
299.6633371281493,626.7293570261842,370,24
650.431944778969,628.7741130856219,400,24
767.6973920402968,629.4576954490956,410,24
1117.0308773733818,631.4940856656636,440,24
1234.577806861652,632.1793088900255,450,24
1597.8023334882978,634.29667496999,480,24
1723.931595068659,635.0319276872046,490,24
215.01358173982626,498.00058848225405,360,36
312.84966788800284,498.46232145306345,370,36
652.7150101903319,500.0663005200383,400,36
761.0597920413846,500.57762880355136,410,36
1096.8937353343622,502.1625818657626,440,36
1199.9810624546335,502.6490978301477,450,36
1561.282565274689,504.35424388435877,480,36
1683.7704117395901,504.9323197197988,490,36
236.76526038138343,388.4921373902766,360,48
324.13610433551025,388.67607600912737,370,48
654.6785462557123,389.37195483422255,400,48
755.3433758347416,389.583880791231,410,48
1079.4712809831478,390.26625532838557,440,48
1170.0151907280297,390.4568740857432,450,48
1529.4848826963323,391.21365238462386,480,48
1648.7434579910057,391.46472306945475,490,48
im space-> roadway marking coordinate system Homography Matrix
0.12201275856775796,0.17339396470452953,327.6340092328294
0.001421498831639058,-0.10743648822427054,97.60078803254073
2.7797081550576566e-05,0.00043162187958658573,1.0
