im x,im y,roadway x,roadway y
530.4899586020988,111.45080388947723,1249.8765846747015,71.1259932100693
572.1697227406538,133.33680949723896,1259.8765846747015,71.1259932100693
732.0025871335653,217.2648987920637,1289.8765846747015,71.1259932100693
774.3959103666414,239.52559362052835,1299.8765846747015,71.1259932100693
928.9616977928692,320.6879456706282,1329.8765846747015,71.1259932100693
983.9136597938144,349.5431701030928,1339.8765846747015,71.1259932100693
1219.8090329385818,473.41161240830417,1369.8765846747015,71.1259932100693
1299.300487716763,515.1525018063584,1379.8765846747015,71.1259932100693
1588.4658298565982,666.9929555719917,1409.8765846747015,71.1259932100693
1681.7252520653965,715.9633919365853,1419.8765846747015,71.1259932100693
593.3036603221084,77.09956076134699,1249.8765846747015,83.1259932100693
638.472671252197,99.18074511250461,1259.8765846747015,83.1259932100693
793.7343786734266,175.0815079064918,1289.8765846747015,83.1259932100693
841.3177083333334,198.34294871794873,1299.8765846747015,83.1259932100693
1005.0806883365201,278.3996175908222,1329.8765846747015,83.1259932100693
1066.323155216285,308.33842239185753,1339.8765846747015,83.1259932100693
1293.8476461736886,419.56534823731727,1369.8765846747015,83.1259932100693
1375.626534279279,459.5435250250968,1379.8765846747015,83.1259932100693
1656.370021845068,596.7869265669635,1409.8765846747015,83.1259932100693
1754.9357002031306,644.9714422272673,1419.8765846747015,83.1259932100693
651.9103557755159,45.04902418526473,1249.8765846747015,95.1259932100693
700.5676080044885,67.1924443613241,1259.8765846747015,95.1259932100693
851.2611554308758,135.77154378890154,1289.8765846747015,95.1259932100693
903.9969879518072,159.7710843373494,1299.8765846747015,95.1259932100693
1076.9420671494404,238.476629361422,1329.8765846747015,95.1259932100693
1144.5297805642633,269.23510971786834,1339.8765846747015,95.1259932100693
1363.5193370165746,368.89502762430936,1369.8765846747015,95.1259932100693
1447.5547445255474,407.13868613138686,1379.8765846747015,95.1259932100693
1719.9155476790947,531.0873151114444,1409.8765846747015,95.1259932100693
1823.6805909322466,578.3097300050943,1419.8765846747015,95.1259932100693
711.902906507126,12.240598003915501,1249.8765846747015,107.1259932100693
763.8969510689096,34.568237328137435,1259.8765846747015,107.1259932100693
908.4943048597676,96.66222501249216,1289.8765846747015,107.1259932100693
966.247575261368,121.46303060838896,1299.8765846747015,107.1259932100693
1147.4797838463764,199.28900897423526,1329.8765846747015,107.1259932100693
1221.150023009664,230.92498849516798,1339.8765846747015,107.1259932100693
1429.9435256151673,320.5865268253328,1369.8765846747015,107.1259932100693
1515.7667873236314,357.44134066421134,1379.8765846747015,107.1259932100693
1778.6714655146789,470.33967124753536,1409.8765846747015,107.1259932100693
1887.0359061770482,516.8742727980139,1419.8765846747015,107.1259932100693
765.677539951277,-17.167404660854643,1249.8765846747015,119.1259932100693
820.9934829388257,5.154872425453427,1259.8765846747015,119.1259932100693
960.1995626884656,61.33029882954854,1289.8765846747015,119.1259932100693
1022.8680785196651,86.6196439878984,1299.8765846747015,119.1259932100693
1212.5236450010798,163.15353055495572,1329.8765846747015,119.1259932100693
1292.3037648272305,195.34811758638475,1339.8765846747015,119.1259932100693
1491.5761594365774,275.7627931370345,1369.8765846747015,119.1259932100693
1579.2910399491961,311.1593851798713,1379.8765846747015,119.1259932100693
1833.436901098901,413.7177802197802,1409.8765846747015,119.1259932100693
1946.404380462725,459.30484318766065,1419.8765846747015,119.1259932100693
im space-> roadway marking coordinate system Homography Matrix
0.3305406668424025,1.3175649933114733,1147.948658878727
0.11922707967702538,-0.1481741517721538,37.14110156529351
0.00015470552431664193,0.0008430922776162468,1.0
