im x,im y,roadway x,roadway y
441.8049786147266,385.2356380196314,560,0
446.44318832948755,397.1105725303145,570,0
461.05016779967303,434.5079597280785,600,0
465.98230543109105,447.1354205314079,610,0
484.7063236870311,495.07341907824224,640,0
491.5475166644078,512.5885215805621,650,0
512.8195899100162,567.0501548901018,680,0
520.825081983955,587.5461436336196,690,0
551.7032647712381,666.6017320950373,720,0
562.6383508086013,694.5981873111782,730,0
602.2118328143503,795.9158370246919,760,0
621.4084905426305,845.0639065097469,770,0
676.578360569895,986.312067724129,800,0
701.8211949590664,1050.9398063711037,810,0
489.92208053353886,375.7477587680346,560,12
495.7184730455607,387.32540960797377,570,12
513.0878961863418,422.018904915278,600,12
519.8116181478292,435.4487934284318,610,12
542.4371187917513,480.64072030206216,640,12
550.5741682948461,496.8935737481912,650,12
577.6294145867417,550.9334260022388,680,12
587.6410392038675,570.9305352244351,690,12
624.6774709391722,644.9066978288947,720,12
638.1327402368686,671.7821051728575,730,12
686.1033286937649,767.5980325084338,760,12
708.0313082849333,811.3967384803498,770,12
775.3896544883837,945.9375605316282,800,12
804.8240999002021,1004.7295990173751,810,12
536.721644198164,366.5196757919113,560,24
543.6912801391583,377.7988947241388,570,24
563.5343980907797,409.91174445821287,600,24
572.2759448202071,424.05851197982344,610,24
598.5680456490727,466.6079885877318,640,24
607.8684924876211,481.6592447720776,650,24
640.9450554098638,535.1882666441079,680,24
652.9892987056933,554.6799098456742,690,24
695.6956560977077,623.7931833223031,720,24
711.6244183808908,649.5712868893307,730,24
767.5641964462312,740.1006931827068,760,24
791.5590824827847,778.9325023548691,770,24
870.6922937709961,906.9966971688402,800,24
903.6790053238279,960.380309255406,810,24
582.3830924947482,357.51600993061305,560,36
590.3910551009624,368.5251805473266,570,36
612.029303062302,398.2729672650475,600,36
622.8057727175964,413.08822039683764,610,36
652.0161246242143,453.24596884394646,640,36
662.1793867334168,467.218197747184,650,36
700.7942945463597,520.3051225202174,680,36
714.6454757535587,539.3474213734537,690,36
761.7797364416755,604.146564841664,720,36
779.8278382933053,628.9586977602455,730,36
842.3171508854244,714.8676283931056,760,36
867.4594822734947,749.4327518289251,770,36
956.551469328307,871.9144533927348,800,36
992.0595240875231,920.730145015529,810,36
624.7315151608959,349.16561672883745,560,48
633.7352783163205,359.9178170719363,570,48
656.8463900379547,387.51686639089087,600,48
669.7288551185368,402.9009722440019,610,48
701.5230280571731,440.8692429857067,640,48
712.4043354298202,453.8635871111461,650,48
756.4516308096015,506.46440926957,680,48
772.0364177698532,525.075599813846,690,48
823.0068161037377,585.9439195367266,720,48
843.0314718184171,609.8571551837673,730,48
911.4302808981665,691.5383018065261,760,48
937.209409013223,722.3234685616624,770,48
1035.4718264348362,839.6674257578089,800,48
1072.9602073146632,884.4356604170518,810,48
im space-> roadway marking coordinate system Homography Matrix
1.2050718389439434,11.837085076986018,-1774.2032676184642
1.350449584946319,-0.5281031191177978,-393.5390111736029
0.0004191288558362722,0.012288124913824633,0.9999999999999999
