628,977,330,235,0
1122,992,480,233,0
712,906,806,875,1
625,744,707,717,1
548,597,619,582,1
480,465,538,453,1
412,322,456,314,1
385,237,388,268,2
446,249,448,278,2
446,347,450,388,2
490,319,493,354,2
542,517,547,571,2
575,445,579,490,2
707,633,711,689,2
692,780,698,844,2
793,754,796,814,2
805,967,810,1046,2
921,931,922,1006,2
