53,916,1811,909,0
57,402,1847,381,0
273,770,307,632,1
755,769,768,631,1
1253,766,1234,631,1
1753,755,1710,617,1
387,700,431,740,2
690,699,717,738,2
158,701,231,747,2
997,697,998,738,2
1483,689,1448,735,2
1497,582,1455,633,2
1834,686,1773,724,2
