379,227,707,1072,0
514,221,1190,1029,0
778,951,873,911,1
639,676,712,653,1
542,482,599,469,1
476,349,520,340,1
432,261,468,255,1
589,576,654,558,1
486,251,489,280,2
563,359,565,397,2
641,478,647,524,2
769,665,776,730,2
923,887,928,952,2
765,808,769,879,2
498,462,504,507,2
656,848,666,915,2
