304,1033,940,312,0
72,850,819,272,0
107,900,200,908,1
467,599,534,600,1
659,435,711,438,1
822,282,824,315,2
737,353,740,390,2
630,437,633,481,2
458,577,463,626,2
347,664,360,721,2
210,773,225,838,2
44,903,68,975,2
315,724,395,729,1
778,336,822,337,1
554,495,562,548,2
690,341,694,382,2
271,645,283,706,2
