178,77,1763,972,0
474,30,1909,649,0
487,129,541,103,1
674,219,732,188,1
1632,689,1669,619,1
356,2,370,42,2
1110,353,1103,412,2
891,248,890,309,2
611,125,618,180,2
1085,419,1139,375,1
1491,616,1477,660,2
1188,464,1184,515,2
734,243,736,289,2
1835,786,1816,824,2
1253,506,1245,550,2
1422,465,1406,517,2
1813,633,1772,708,2
767,175,774,239,2
464,42,480,104,2
