693,364,1435,1051,0
826,314,1714,896,0
1516,914,1608,900,1
1297,751,1364,729,1
1044,558,1105,546,1
870,421,922,416,1
1686,917,1665,991,2
1745,890,1720,968,2
1308,665,1300,722,2
1473,722,1460,790,2
1132,542,1128,594,2
1175,532,1174,586,2
932,407,932,456,2
969,398,971,446,2
795,307,796,354,2
806,374,853,368,1
